0.000000000000000000e+00	1.218925540123456983e+02
1.234134149488435098e-02	1.023788398426606250e+02
2.468268298976870195e-02	8.711803967242920521e+01
3.702402448465304946e-02	7.705181111221010326e+01
4.936536597953740391e-02	7.936003360759825398e+01
6.170670747442175141e-02	1.067673445445389007e+02
7.404804896930609892e-02	7.841955917580389723e+01
8.638939046419046031e-02	7.678800213132872443e+01
9.873073195907480781e-02	7.358933461198311932e+01
1.110720734539591692e-01	7.070602699359042731e+01
1.234134149488435028e-01	6.545123964171180830e+01
1.357547564437278365e-01	6.609737285090484704e+01
1.480960979386121978e-01	5.725033883081950137e+01
1.604374394334965870e-01	5.212520217765049324e+01
1.727787809283809206e-01	5.103951302268286838e+01
1.851201224232652542e-01	4.805353685480547199e+01
1.974614639181496156e-01	4.489551628056584320e+01
2.098028054130339770e-01	4.394146545626021805e+01
2.221441469079183384e-01	3.961721457316503603e+01
2.344854884028026720e-01	3.944601267300869551e+01
2.468268298976870057e-01	3.557225088317633777e+01
2.591681713925713670e-01	3.473279698942977944e+01
2.715095128874556729e-01	2.952262479001052498e+01
2.838508543823400898e-01	2.612910799461996092e+01
2.961921958772243957e-01	2.498416749870473907e+01
3.085335373721088126e-01	2.262843631481472073e+01
3.208748788669931740e-01	2.196801362506446154e+01
3.332162203618774798e-01	1.838551677311874499e+01
3.455575618567618412e-01	1.702419086746898458e+01
3.578989033516462026e-01	1.810655693791112952e+01
3.702402448465305085e-01	1.574261933281026948e+01
3.825815863414148699e-01	1.527640329197475744e+01
3.949229278362992313e-01	1.377235335636033753e+01
4.072642693311836481e-01	1.272887989478640591e+01
4.196056108260679540e-01	1.151841571974299150e+01
4.319469523209523154e-01	1.089684331378585114e+01
4.442882938158366768e-01	1.026290501499241614e+01
4.566296353107209827e-01	9.944144241403177986e+00
4.689709768056053441e-01	9.350636293894337925e+00
4.813123183004896499e-01	9.254937566670127680e+00
4.936536597953740113e-01	7.978443533065711968e+00
5.059950012902583172e-01	7.857157508113535194e+00
5.183363427851427341e-01	7.633589934185358139e+00
5.306776842800271510e-01	6.945263077888761849e+00
5.430190257749113458e-01	6.763593980533182837e+00
5.553603672697957627e-01	6.198393715796877146e+00
5.677017087646801796e-01	5.830171759234644924e+00
5.800430502595645965e-01	5.396788147113054990e+00
5.923843917544487914e-01	5.358287978997373635e+00
6.047257332493332083e-01	5.290330251817417562e+00
6.170670747442176252e-01	4.869540288061373623e+00
6.294084162391019310e-01	4.652834540799815954e+00
6.417497577339863479e-01	4.688647107737609510e+00
6.540910992288705428e-01	4.501765783557587497e+00
6.664324407237549597e-01	4.237633233670215382e+00
6.787737822186393766e-01	3.955317450197273654e+00
6.911151237135236824e-01	3.933163724999328981e+00
7.034564652084079883e-01	3.742715097708394278e+00
7.157978067032924052e-01	3.627385977020769037e+00
7.281391481981766001e-01	3.443989131367170220e+00
7.404804896930610170e-01	3.386503743685736811e+00
7.528218311879454339e-01	3.260545775986184669e+00
7.651631726828297397e-01	3.315147320547922494e+00
7.775045141777141566e-01	3.235447543904314216e+00
7.898458556725984625e-01	2.982935529841576283e+00
8.021871971674828794e-01	2.962014259311822606e+00
8.145285386623672963e-01	2.864440177072979044e+00
8.268698801572514911e-01	2.687781817554902641e+00
8.392112216521359080e-01	2.555961311112730172e+00
8.515525631470202139e-01	2.532657709917618405e+00
8.638939046419046308e-01	2.536946273013524600e+00
8.762352461367890477e-01	2.393463824316056865e+00
8.885765876316733536e-01	2.238106184605149096e+00
9.009179291265575484e-01	2.227455762731116451e+00
9.132592706214419653e-01	2.255447841045939317e+00
9.256006121163262712e-01	2.099380393494667985e+00
9.379419536112106881e-01	2.112192200059566538e+00
9.502832951060951050e-01	2.043564027736560540e+00
9.626246366009792998e-01	2.013183384985091973e+00
9.749659780958637167e-01	1.874742575660325761e+00
9.873073195907480226e-01	1.915174660806941320e+00
9.996486610856324395e-01	1.842200658207697517e+00
1.011990002580516634e+00	1.809166269452592957e+00
1.024331344075401384e+00	1.786031165086218842e+00
1.036672685570285468e+00	1.670017992537806917e+00
1.049014027065169774e+00	1.653030343286279402e+00
1.061355368560054302e+00	1.640411972707876531e+00
1.073696710054938386e+00	1.547126444779985732e+00
1.086038051549822692e+00	1.453626848909512548e+00
1.098379393044707220e+00	1.468331505577096241e+00
1.110720734539591525e+00	1.416829666597486659e+00
1.123062076034476053e+00	1.378627548849722162e+00
1.135403417529360359e+00	1.344442342832632420e+00
1.147744759024244443e+00	1.310733811077146926e+00
1.160086100519129193e+00	1.284773616766018423e+00
1.172427442014013277e+00	1.239845474186249019e+00
1.184768783508897583e+00	1.240298156451882461e+00
1.197110125003782111e+00	1.195027490047314345e+00
1.209451466498666417e+00	1.192374653877361190e+00
1.221792807993550944e+00	1.063725447875693009e+00
1.234134149488435250e+00	1.137652230980201518e+00
1.246475490983319334e+00	1.083067285496065457e+00
1.258816832478203862e+00	1.070254878262193010e+00
1.271158173973088168e+00	1.039786643300560476e+00
1.283499515467972696e+00	1.018089595730188979e+00
1.295840856962857002e+00	1.006867476978019926e+00
1.308182198457741086e+00	9.618217951666763188e-01
1.320523539952625613e+00	9.637782077738324960e-01
1.332864881447509919e+00	9.191164696393544498e-01
1.345206222942394225e+00	8.882443094108339876e-01
1.357547564437278753e+00	8.577881832575607879e-01
1.369888905932163059e+00	8.462664332175762194e-01
1.382230247427047365e+00	8.419612447438710179e-01
1.394571588921931671e+00	8.244199350669770832e-01
1.406912930416815977e+00	8.102735840490836727e-01
1.419254271911700505e+00	7.598065006165181101e-01
1.431595613406584810e+00	7.608521166267734337e-01
1.443936954901469116e+00	7.569695718489409808e-01
1.456278296396353200e+00	7.201207395448395721e-01
1.468619637891237728e+00	7.071243464537199097e-01
1.480960979386122034e+00	6.840788402670666679e-01
1.493302320881006562e+00	6.771814041336489121e-01
1.505643662375890868e+00	6.626089996136087512e-01
1.517985003870774952e+00	6.374640820460716339e-01
1.530326345365659479e+00	6.144775176269573480e-01
1.542667686860543785e+00	6.013405863233530768e-01
1.555009028355428313e+00	6.074826606993795064e-01
1.567350369850312841e+00	5.796408391060470233e-01
1.579691711345196925e+00	5.698296173817469779e-01
1.592033052840081231e+00	5.724984655934185485e-01
1.604374394334965759e+00	5.459622118243023792e-01
1.616715735829850065e+00	5.359537228455012459e-01
1.629057077324734593e+00	5.333836604141107829e-01
1.641398418819618676e+00	5.107842712413429576e-01
1.653739760314502982e+00	5.047730701771067086e-01
1.666081101809387510e+00	4.892360584307686167e-01
1.678422443304271816e+00	4.681644521916872859e-01
1.690763784799156344e+00	4.685080655576629449e-01
1.703105126294040428e+00	4.437822303435152160e-01
1.715446467788924734e+00	4.467194027873328532e-01
1.727787809283809262e+00	4.456774354156526341e-01
1.740129150778693345e+00	4.260036017641415373e-01
1.752470492273578095e+00	4.153126548252243921e-01
1.764811833768462179e+00	4.147121291287396705e-01
1.777153175263346707e+00	4.142021428785987447e-01
1.789494516758231013e+00	3.994790774460315608e-01
1.801835858253115097e+00	3.931946578201583331e-01
1.814177199747999847e+00	3.726041534555065149e-01
1.826518541242883931e+00	3.610697762186641513e-01
1.838859882737768459e+00	3.748378680337935420e-01
1.851201224232652542e+00	3.603846803271851251e-01
1.863542565727536848e+00	3.523240841860577066e-01
1.875883907222421376e+00	3.451175409926339199e-01
1.888225248717305682e+00	3.365103758810463197e-01
1.900566590212190210e+00	3.334654862161231526e-01
1.912907931707074294e+00	3.190124414312893730e-01
1.925249273201958600e+00	3.210182087888117097e-01
1.937590614696843128e+00	3.177902468137931424e-01
1.949931956191727433e+00	3.047429714933469480e-01
1.962273297686611961e+00	3.059270748642893278e-01
1.974614639181496045e+00	2.995592681767844656e-01
1.986955980676380573e+00	2.988363669583951054e-01
1.999297322171264879e+00	2.905924118744518392e-01
2.011638663666149185e+00	2.814455600863264850e-01
2.023980005161033269e+00	2.783229264362425126e-01
2.036321346655917797e+00	2.788953943242867273e-01
2.048662688150802769e+00	2.748414680018507750e-01
2.061004029645686852e+00	2.719567884560341597e-01
2.073345371140570936e+00	2.625964595325612772e-01
2.085686712635455464e+00	2.539781764244407047e-01
2.098028054130339548e+00	2.579288423328184865e-01
2.110369395625224076e+00	2.513318786077257116e-01
2.122710737120108604e+00	2.477418039516061377e-01
2.135052078614992688e+00	2.447027399753157195e-01
2.147393420109876772e+00	2.471135028939795697e-01
2.159734761604761299e+00	2.335476391119535033e-01
2.172076103099645383e+00	2.361895615919920033e-01
2.184417444594530355e+00	2.357791715356341578e-01
2.196758786089414439e+00	2.333884375523110344e-01
2.209100127584298967e+00	2.223407313229276427e-01
2.221441469079183051e+00	2.259382619076804877e-01
2.233782810574067579e+00	2.210670043092616832e-01
2.246124152068952107e+00	2.125485271053756398e-01
2.258465493563836191e+00	2.157265667552714372e-01
2.270806835058720718e+00	2.125314558830032063e-01
2.283148176553604802e+00	2.169497398513143549e-01
2.295489518048488886e+00	2.104481162142733675e-01
2.307830859543373858e+00	2.097991086474324529e-01
2.320172201038258386e+00	2.041936159056060573e-01
2.332513542533142470e+00	1.997198551011991619e-01
2.344854884028026554e+00	2.008559325781456850e-01
2.357196225522911082e+00	2.013199563530443104e-01
2.369537567017795165e+00	1.935269087378160557e-01
2.381878908512679693e+00	1.981822321358128192e-01
2.394220250007564221e+00	1.904738625935719076e-01
2.406561591502448305e+00	1.905167634017044254e-01
2.418902932997332833e+00	1.864469011144809785e-01
2.431244274492216917e+00	1.872850542675739416e-01
2.443585615987101889e+00	1.921742758746319280e-01
2.455926957481985973e+00	1.867392711421603790e-01
2.468268298976870501e+00	1.840974999927883493e-01
2.480609640471754584e+00	1.859848868475048600e-01
2.492950981966638668e+00	1.839692398147595720e-01
2.505292323461523196e+00	1.785055566796428517e-01
2.517633664956407724e+00	1.815534594215287290e-01
2.529975006451291808e+00	1.799011269858985240e-01
2.542316347946176336e+00	1.727367779592549335e-01
2.554657689441060420e+00	1.762472080532635488e-01
2.566999030935945392e+00	1.753725997867288666e-01
2.579340372430829476e+00	1.715117542583006749e-01
2.591681713925714003e+00	1.714046278203463503e-01
2.604023055420598087e+00	1.707170363157164417e-01
2.616364396915482171e+00	1.686424784335027183e-01
2.628705738410366699e+00	1.668790141156086815e-01
2.641047079905251227e+00	1.686221532588274286e-01
2.653388421400135311e+00	1.699093826424798725e-01
2.665729762895019839e+00	1.692773731849733232e-01
2.678071104389904367e+00	1.624362996924726688e-01
2.690412445884788450e+00	1.622612644294870732e-01
2.702753787379672978e+00	1.612381798313275993e-01
2.715095128874557506e+00	1.601839230008498260e-01
2.727436470369442034e+00	1.593087588737294169e-01
2.739777811864326118e+00	1.621261460493223783e-01
2.752119153359210202e+00	1.598956284353934831e-01
2.764460494854094730e+00	1.582951666564832438e-01
2.776801836348978814e+00	1.590470016225255245e-01
2.789143177843863342e+00	1.596481960047337889e-01
2.801484519338747425e+00	1.582572120096674417e-01
2.813825860833631953e+00	1.615847995032894668e-01
2.826167202328516037e+00	1.566240750213324651e-01
2.838508543823401009e+00	1.524595201246728426e-01
2.850849885318285093e+00	1.527924299172757905e-01
2.863191226813169621e+00	1.572519592797438359e-01
2.875532568308053705e+00	1.560866452865541931e-01
2.887873909802938233e+00	1.541404322733352927e-01
2.900215251297822761e+00	1.535480796406310244e-01
2.912556592792706400e+00	1.523933921172193617e-01
2.924897934287590928e+00	1.518302129332219919e-01
2.937239275782475456e+00	1.532233602281732054e-01
2.949580617277359984e+00	1.539639459507678998e-01
2.961921958772244068e+00	1.508707016570312864e-01
2.974263300267128596e+00	1.527644531037909981e-01
2.986604641762013124e+00	1.516280399584878091e-01
2.998945983256897652e+00	1.527853575069973990e-01
3.011287324751781735e+00	1.486595487730657805e-01
3.023628666246666263e+00	1.499170518484806980e-01
3.035970007741549903e+00	1.496268384794279815e-01
3.048311349236434431e+00	1.450123798165160738e-01
3.060652690731318959e+00	1.512483372659105263e-01
3.072994032226203487e+00	1.471808518938665655e-01
3.085335373721087571e+00	1.478658293013691560e-01
3.097676715215972099e+00	1.483014652232037545e-01
3.110018056710856627e+00	1.507542353962863235e-01
3.122359398205741154e+00	1.493877593788141278e-01
3.134700739700625682e+00	1.470680129641658007e-01
3.147042081195509322e+00	1.467836348422066617e-01
3.159383422690393850e+00	1.440427672155775163e-01
3.171724764185277934e+00	1.398836658008624223e-01
3.184066105680162462e+00	1.384233420966394790e-01
3.196407447175046990e+00	1.406825178513104735e-01
3.208748788669931518e+00	1.394259259080655178e-01
3.221090130164815157e+00	1.364902511546489117e-01
3.233431471659700129e+00	1.352451516130651343e-01
3.245772813154584657e+00	1.384769425948483568e-01
3.258114154649469185e+00	1.374223582780541852e-01
3.270455496144352825e+00	1.370765534376834904e-01
3.282796837639237353e+00	1.375215344247646132e-01
3.295138179134121437e+00	1.350234782774306919e-01
3.307479520629005965e+00	1.352075911219930704e-01
