2.700000000000000000e+01	1.810191470572215366e-03	2.109707236603337779e-03	2.768859801259405864e-03	3.273270410271047169e-03
2.800000000000000000e+01	1.704867030788283916e-03	1.904272187907849259e-03	2.535065347841808717e-03	3.227587631486926196e-03
2.900000000000000000e+01	1.636579756642654983e-03	1.836613938337486015e-03	2.266125322995421118e-03	2.909794387771294077e-03
3.000000000000000000e+01	1.420143819943809694e-03	1.673003989376410606e-03	2.183609633553919380e-03	2.705214987129352707e-03
3.100000000000000000e+01	1.336810197257622687e-03	1.540147790220051244e-03	2.091925534174469969e-03	2.637683922839783365e-03
3.200000000000000000e+01	1.277782214521574426e-03	1.347014241446456905e-03	1.988016888211097555e-03	2.470842469889079039e-03
3.300000000000000000e+01	1.163198483328067726e-03	1.221538942243230149e-03	1.760334708085464295e-03	2.363587250135056658e-03
3.400000000000000000e+01	1.034725815020192188e-03	1.107134992969694819e-03	1.717548795041722942e-03	2.292083770299039279e-03
3.500000000000000000e+01	9.085679695647101923e-04	1.183404292485385183e-03	1.609055944109374957e-03	2.145104395080561256e-03
3.600000000000000000e+01	8.391232839928851935e-04	9.804295437742741991e-04	1.518899913052917765e-03	1.926621540026066288e-03
3.700000000000000000e+01	8.298639925833085343e-04	9.742787938133314453e-04	1.402766720505612373e-03	1.819366320272038052e-03
3.800000000000000000e+01	7.615767184376806857e-04	8.623351445241734343e-04	1.272880913051388724e-03	1.871007722375829562e-03
3.900000000000000000e+01	6.689838043419139846e-04	8.143592948288199546e-04	1.233151136653626388e-03	1.652524867321327005e-03
4.000000000000000000e+01	6.157428787368481125e-04	8.082085448678772007e-04	1.144523173920156209e-03	1.672386945053554392e-03
4.100000000000000000e+01	6.076409987534686034e-04	6.249161960317832455e-04	1.112433739137348243e-03	1.634648997362322118e-03
4.200000000000000000e+01	5.416685474602349467e-04	5.953925962192581356e-04	1.045198732925750260e-03	1.507531699876066061e-03
4.300000000000000000e+01	4.907424447075632665e-04	6.212257460552175932e-04	9.611549751612527255e-04	1.475752375504502155e-03
4.400000000000000000e+01	4.895850332813661164e-04	5.646388464145444749e-04	8.755831490737643824e-04	1.338704039152132513e-03
4.500000000000000000e+01	4.687516276098186601e-04	5.326549466176420467e-04	9.244813354094720071e-04	1.330759208059241645e-03
4.600000000000000000e+01	4.097236448737674166e-04	4.662268470394603055e-04	8.893357639806820977e-04	1.233435027171327211e-03
4.700000000000000000e+01	3.935198849070082358e-04	4.428539971878779494e-04	7.732025714333764892e-04	1.112276353004739088e-03
4.800000000000000000e+01	3.541678964163074068e-04	4.551554971097634570e-04	8.022358695702029455e-04	1.165903962881753315e-03
4.900000000000000000e+01	3.275474336137744165e-04	3.924178475081473681e-04	7.243043850976690814e-04	1.155972924015639730e-03
5.000000000000000000e+01	3.020843822374386848e-04	3.911876975159588174e-04	6.830465403769156105e-04	9.950900943845970500e-04
5.100000000000000000e+01	2.708342737301174192e-04	3.530530477581137437e-04	6.769342670849521574e-04	1.128166015190521258e-03
5.200000000000000000e+01	2.569453366157524303e-04	3.222992979534000288e-04	5.806659627365278256e-04	1.010979756570379003e-03
5.300000000000000000e+01	2.488434566323728669e-04	3.087676480393259705e-04	5.745536894445643725e-04	9.672831855594785783e-04
5.400000000000000000e+01	2.442138109275844831e-04	2.571013483674068926e-04	5.562168695686741217e-04	8.699590046715638186e-04
5.500000000000000000e+01	2.025469995844895435e-04	2.915455481486863140e-04	5.485765279537197512e-04	8.957797057234595734e-04
5.600000000000000000e+01	1.851858281915332938e-04	2.521807483986526896e-04	5.103748198789482236e-04	8.640003813518955592e-04
5.700000000000000000e+01	2.002321767320953787e-04	2.558711983752183419e-04	5.149590248479207592e-04	8.024279403819904646e-04
5.800000000000000000e+01	1.736117139295624426e-04	2.029747487111107133e-04	4.874537950340852204e-04	7.488003305049761296e-04
5.900000000000000000e+01	1.574079539628032618e-04	2.238872985783160762e-04	4.630047018662314081e-04	7.587313693710899315e-04
6.000000000000000000e+01	1.574079539628032618e-04	2.054350486954878148e-04	4.248029937914597721e-04	7.190072139066350492e-04
6.100000000000000000e+01	1.504634854056207944e-04	2.029747487111107133e-04	3.942416273316425609e-04	7.408554994120852616e-04
6.200000000000000000e+01	1.226856111768908166e-04	2.091254986720534671e-04	4.324433354064140885e-04	6.832554739886254926e-04
6.300000000000000000e+01	1.423616054222412040e-04	1.783717488673397251e-04	4.095223105615511394e-04	6.554485651635070208e-04
6.400000000000000000e+01	1.122689083411170750e-04	1.537687490235687098e-04	2.979733229832182292e-04	6.594209807099525632e-04
6.500000000000000000e+01	9.259291409576663335e-05	1.586893489923229129e-04	3.483995776419167171e-04	6.316140718848340914e-04
6.600000000000000000e+01	1.122689083411170750e-04	1.353164991407404755e-04	3.636802608718253497e-04	6.018209552864927942e-04
6.700000000000000000e+01	9.143550266956956450e-05	1.513084490391916083e-04	2.964452546602273659e-04	5.382623065433647658e-04
6.800000000000000000e+01	1.006947940791462238e-04	1.463878490704374324e-04	2.475470683245197955e-04	4.667588267073458693e-04
6.900000000000000000e+01	9.490773694816081172e-05	1.045627493360267335e-04	2.536593416164832485e-04	5.303174754504737893e-04
7.000000000000000000e+01	7.407433127661331481e-05	1.156340992657237040e-04	2.765803664613461976e-04	4.826484888931278764e-04
7.100000000000000000e+01	7.638915412900747963e-05	1.033325993438381828e-04	2.399067267095654520e-04	4.429243334286728857e-04
7.200000000000000000e+01	8.101879983379580927e-05	9.349139940632979022e-05	2.612996832314375649e-04	4.608002033876776641e-04
7.300000000000000000e+01	7.060209699802206759e-05	1.094833493047809366e-04	2.307383167716202724e-04	4.608002033876776641e-04
7.400000000000000000e+01	5.671315988365707868e-05	7.503914952350154233e-05	2.490751366475106587e-04	4.349795023357819093e-04
7.500000000000000000e+01	4.745386847408039908e-05	9.472154939851834099e-05	2.276821801256385459e-04	4.369657101090046805e-04
7.600000000000000000e+01	5.208351417886872872e-05	7.749944950787863030e-05	2.047611552807755697e-04	3.813518924587676827e-04
7.700000000000000000e+01	4.861127990027748827e-05	5.904719962505040274e-05	2.108734285727390228e-04	4.190898401499999022e-04
7.800000000000000000e+01	5.092610275267165309e-05	5.658689964067329444e-05	2.001769503118030070e-04	4.270346712428909871e-04
7.900000000000000000e+01	4.861127990027748827e-05	5.535674964848474368e-05	1.421103540381502299e-04	3.634760224997630128e-04
8.000000000000000000e+01	3.472234278591247904e-05	7.011854955474733928e-05	1.619752422370314524e-04	3.376553214478672581e-04
8.100000000000000000e+01	4.398163419548915863e-05	7.749944950787863030e-05	2.017050186347938703e-04	3.316966981281989986e-04
8.200000000000000000e+01	3.240751993351832100e-05	8.118989948444428259e-05	1.589191055910497800e-04	3.475863603139810057e-04
8.300000000000000000e+01	3.819457706450373982e-05	6.519794958599313623e-05	1.879524037278761008e-04	3.575173991800947534e-04
8.400000000000000000e+01	2.662046280253290556e-05	6.396779959380459902e-05	1.512787639760954366e-04	3.058759970763032980e-04
8.500000000000000000e+01	3.009269708112415618e-05	3.567434977346793147e-05	1.573910372680588626e-04	3.118346203959715575e-04
8.600000000000000000e+01	2.546305137633581638e-05	3.444419978127938748e-05	1.405822857151593666e-04	2.939587504369667792e-04
8.700000000000000000e+01	3.125010850732123859e-05	4.059494974222213452e-05	1.482226273301137100e-04	3.257380748085307934e-04
8.800000000000000000e+01	3.587975421210956822e-05	4.428539971878779359e-05	1.512787639760954366e-04	3.197794514888625339e-04
8.900000000000000000e+01	2.893528565492706361e-05	3.813464975784503977e-05	1.696155838519857687e-04	2.542345949725117885e-04
9.000000000000000000e+01	4.050939991689790463e-05	3.813464975784503977e-05	1.161331925473055678e-04	2.423173483331753238e-04
9.100000000000000000e+01	2.314822852394165156e-05	4.059494974222214130e-05	1.405822857151593666e-04	2.820415037976303145e-04
9.200000000000000000e+01	2.083340567154748674e-05	3.690449976565648223e-05	9.779637267141520860e-05	2.582070105189573309e-04
9.300000000000000000e+01	1.504634854056207131e-05	2.583314983595953214e-05	1.130770559013238413e-04	2.164966472812795690e-04
9.400000000000000000e+01	1.967599424535040434e-05	1.968239987501679188e-05	1.176612608702964311e-04	2.601932182921800479e-04
9.500000000000000000e+01	2.314822852394165156e-05	1.845224988282824112e-05	9.168409937945178262e-05	2.403311405599525797e-04
9.600000000000000000e+01	1.851858281915332532e-05	1.968239987501679188e-05	9.015603105646091936e-05	2.065656084151659298e-04
9.700000000000000000e+01	1.620375996675915372e-05	2.091254986720533925e-05	8.557182608748831599e-05	2.383449327867298085e-04
9.800000000000000000e+01	1.157411426197082409e-05	1.599194989845113959e-05	8.709989441047917926e-05	2.423173483331753238e-04
9.900000000000000000e+01	2.430563995013873058e-05	2.091254986720533925e-05	1.023805776403877984e-04	2.244414783741705726e-04
1.045000000000000000e+02	7.754656555520451461e-06	1.636099489610770685e-05	7.273605217436506453e-05	1.743890424889573396e-04
1.145000000000000000e+02	4.282422276929204234e-06	9.103109942195261416e-06	4.660608385122131617e-05	1.422124765627488037e-04
1.245000000000000000e+02	3.009269708112413500e-06	4.797584969535342216e-06	3.606241242258435283e-05	9.891314710649288719e-05
1.345000000000000000e+02	3.009269708112413500e-06	3.321404978909082486e-06	2.414347950325562272e-05	8.679727968983412100e-05
1.445000000000000000e+02	1.388893711436498636e-06	1.599194989845114001e-06	1.986488819888120895e-05	6.415451107509477036e-05
1.545000000000000000e+02	5.787057130985410985e-07	2.214269985939387900e-06	1.207173975162780797e-05	4.846346966663505121e-05
1.645000000000000000e+02	8.101879983379575378e-07	8.611049945319843482e-07	1.084928509323512074e-05	4.190898401499998209e-05
1.745000000000000000e+02	1.157411426197082197e-07	7.380899953131294413e-07	9.321216770244257474e-06	3.396415292210899209e-05
1.845000000000000000e+02	0.000000000000000000e+00	2.460299984377098138e-07	5.195432298168930882e-06	2.661518416118481515e-05
1.945000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	3.361750310579895805e-06	2.025931928687202383e-05
2.045000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	2.292102484486292787e-06	1.847173229097155413e-05
2.145000000000000000e+02	0.000000000000000000e+00	1.230149992188549069e-07	1.680875155289948326e-06	1.032828042075828633e-05
2.245000000000000000e+02	0.000000000000000000e+00	1.230149992188549069e-07	1.375261490691775672e-06	1.171862586201420890e-05
2.345000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	1.528068322990861999e-06	7.746210315568712203e-06
2.445000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	6.112273291963446726e-07	7.944831092890988308e-06
