1.798556692433009196e+00	1.189503049334371745e-02	1.981761198440052663e-01	2.091315830436162818e-03
1.939697038773705806e+00	3.787048429061381366e-02	1.824635047114925857e-01	1.943210125119073425e-03
2.374189297336199544e+00	6.416402685680380746e-02	1.975470807291656306e-01	2.159957906687065381e-03
4.216687923847283415e+00	9.306106692870910746e-02	2.601639973254781246e-01	1.353103225560044198e-03
